7,1.0,1000,1
8,0.05,1000,0
8,0.05,1000,1
8,0.1,1000,0
8,0.1,1000,1
8,0.15,1000,0
8,0.15,1000,1
8,0.2,1000,0
8,0.2,1000,1
8,0.25,1000,0
8,0.25,1000,1
8,0.3,1000,0
8,0.3,1000,1
8,0.35,1000,0
8,0.35,1000,1
8,0.4,1000,0
8,0.4,1000,1
8,0.45,1000,0
8,0.45,1000,1
8,0.5,1000,0
8,0.5,1000,1
8,0.55,1000,0
8,0.55,1000,1
8,0.6,1000,0
8,0.6,1000,1
8,0.65,1000,0
8,0.65,1000,1
8,0.7,1000,0
8,0.7,1000,1
8,0.75,1000,0
8,0.75,1000,1
8,0.8,1000,0
8,0.8,1000,1
8,0.85,1000,0
8,0.85,1000,1
8,0.9,1000,0
8,0.9,1000,1
8,0.95,1000,0
8,0.95,1000,1
8,1.0,1000,0
8,1.0,1000,1
9,0.05,1000,0
9,0.05,1000,1
9,0.1,1000,0
9,0.1,1000,1
9,0.15,1000,0
9,0.15,1000,1
9,0.2,1000,0
9,0.2,1000,1
9,0.25,1000,0
9,0.25,1000,1
9,0.3,1000,0
9,0.3,1000,1
9,0.35,1000,0
9,0.35,1000,1
9,0.4,1000,0
9,0.4,1000,1
9,0.45,1000,0
9,0.45,1000,1
9,0.5,1000,0
9,0.5,1000,1
9,0.55,1000,0
9,0.55,1000,1
9,0.6,1000,0
9,0.6,1000,1
9,0.65,1000,0
9,0.65,1000,1
9,0.7,1000,0
9,0.7,1000,1
9,0.75,1000,0
9,0.75,1000,1
9,0.8,1000,0
9,0.8,1000,1
9,0.85,1000,0
9,0.85,1000,1
9,0.9,1000,0
9,0.9,1000,1
9,0.95,1000,0
9,0.95,1000,1
9,1.0,1000,0
9,1.0,1000,1
