0,-1,1
1,0,1
2,0,2
2,1,2.23607
3,1,3.16228
2,-1,3.16228
2,2,3.16228
3,-1,3.16228
2,3,3.60555
1,3,3.60555
2,-2,3.60555
2,4,4.47214
0,3,4.47214
4,-1,4.47214
0,4,4.47214
-1,3,4.47214
5,-1,5.09902
0,5,5.09902
4,1,5.09902
0,6,6
-2,3,6
0,-2,6
6,-1,6.08276
1,-2,6.08276
5,1,6.08276
-1,0,6.08276
7,-1,7.07107
7,-2,7.28011
2,-3,7.28011
3,3,7.28011
-2,2,7.28011
0,7,7.28011
2,-4,7.28011
0,-3,7.28011
1,-4,7.28011
3,-4,7.28011
7,-3,7.61577
7,-4,8.06226
0,-4,8.06226
8,-1,8.06226
4,-4,8.06226
-1,-4,8.06226
6,1,8.06226
5,2,8.06226
-1,-5,8.06226
-2,-4,8.06226
8,-4,8.94427
-3,-4,8.94427
-1,-6,8.94427
5,3,8.94427
1,6,8.94427
1,7,8.94427
2,6,8.94427
-3,-3,8.94427
-3,2,8.94427
5,4,8.94427
6,-4,8.94427
-3,-2,8.94427
-4,-4,8.94427
-5,-4,8.94427
-6,-4,8.94427
8,-5,9.43398
-2,-6,9.43398
8,-6,10
0,8,10
8,-7,10.6301
-6,-5,10.6301
-2,4,10.6301
7,1,10.6301
-1,-7,10.6301
6,4,10.6301
7,-7,10.6301
-3,-6,10.6301
-3,1,10.6301
0,9,10.6301
2,7,10.6301
-6,-3,10.6301
3,7,10.6301
-7,-4,10.6301
0,-7,10.6301
9,-1,10.6301
-1,-8,10.6301
-6,-6,10.6301
-3,3,10.6301
8,-8,11.3137
6,-7,11.3137
-6,-7,11.3137
-6,-8,11.3137
9,-6,11.3137
10,-6,11.6619
8,-9,12.0416
-2,5,12.0416
-3,-1,12.0416
-8,-4,12.0416
11,-6,12.53
-9,-4,12.53
-1,9,12.53
-7,-6,12.53
0,10,12.53
11,-7,13.0384
-9,-5,13.0384
8,1,13.0384
0,11,13.0384
-3,4,13.0384
12,-6,13.4164
0,12,13.4164
4,7,13.4164
9,1,13.4164
9,-4,13.4164
0,13,13.4164
9,2,13.4164
-10,-5,13.4164
-11,-5,13.4164
-11,-6,13.4164
-12,-6,13.4164
-12,-5,13.4164
13,-6,14.3178
-1,13,14.3178
14,-6,15.2315
-2,9,15.2315
-3,9,15.2315
12,-7,15.2315
7,4,15.2315
1,13,15.2315
-1,11,15.2315
8,-10,15.2315
-4,9,15.2315
-12,-7,15.2315
-1,14,15.2315
-2,14,15.2315
-12,-8,15.2315
-10,-6,15.2315
-12,-9,15.2315
13,-7,15.2315
-13,-5,15.2315
15,-6,16.1555
-12,-10,16.1555
5,7,16.1555
10,1,16.1555
-14,-5,16.1555
-13,-10,16.4012
8,4,16.4012
1,14,16.4012
-3,14,16.4012
-14,-10,17.2047
15,-5,17.2047
-12,-11,17.2047
-4,14,17.2047
-15,-10,18.0278
11,1,18.0278
5,-7,18.0278
2,14,18.0278
-12,-12,18.0278
-3,-7,18.0278
12,1,18.0278
-4,15,18.0278
16,-5,18.0278
-14,-4,18.0278
13,1,18.0278
-5,9,18.0278
3,14,18.0278
2,15,18.0278
-5,15,18.0278
-16,-10,18.868
-5,16,18.868
-6,16,18.868
-13,-12,18.868
-11,-10,18.868
13,2,18.868
9,-10,18.868
-12,-13,18.868
2,16,18.868
-14,-12,18.868
-6,15,18.868
7,-10,18.868
-17,-10,19.7231
-4,4,19.7231
14,-7,19.7231
16,-6,19.7231
2,17,19.7231
-13,-13,19.7231
9,-11,19.7231
17,-6,19.7231
-6,17,19.7231
18,-6,19.7231
-18,-10,20.5913
-5,-8,20.5913
7,-11,20.5913
-6,9,20.5913
3,17,20.5913
-7,-8,20.5913
-13,-14,20.5913
9,-12,20.5913
4,17,20.5913
-15,-4,20.5913
-6,14,20.5913
-13,-15,20.5913
3,18,20.5913
5,-8,20.5913
18,-7,20.5913
10,-11,20.5913
-1,-9,20.5913
5,17,20.5913
-5,-9,20.5913
4,18,20.5913
-15,-12,20.5913
13,3,20.5913
-18,-9,20.5913
6,-11,20.5913
-6,18,20.5913
-7,14,20.5913
9,-13,20.5913
-10,-4,20.5913
-7,16,20.5913
19,-6,20.5913
9,-14,20.5913
-17,-11,20.5913
19,-7,20.5913
18,-8,20.5913
-6,19,20.5913
1,17,20.5913
19,-8,20.6155
9,-15,20.6155
-5,8,20.6155
-5,19,20.6155
-19,-10,21.4709
-6,20,21.4709
6,17,21.4709
6,18,21.4709
14,3,21.4709
-15,-3,21.4709
18,-9,21.4709
-12,-15,21.4709
3,19,21.4709
-14,-3,21.4709
2,19,21.4709
20,-7,21.4709
-19,-9,21.4709
-14,-15,21.4709
-7,-9,21.4709
8,-15,21.4709
-18,-11,21.4709
-16,-3,21.4709
-12,-16,21.4709
9,-16,21.4709
3,20,21.4709
-7,15,21.4709
18,-5,21.4709
-14,-16,21.4709
-19,-8,21.4709
-18,-8,21.4709
18,-10,21.4709
9,-17,21.4709
15,3,21.4709
-12,-17,21.4709
-5,-10,21.4709
21,-7,22.1359
9,-18,22.1359
17,-10,22.1359
-18,-12,22.1359
-15,-13,22.1359
-7,20,22.1359
-8,14,22.1359
-12,-18,22.1359
-15,-16,22.1359
6,7,22.1359
-5,-11,22.1359
21,-8,22.4722
13,4,22.4722
-8,13,22.4722
15,4,22.4722
-8,12,22.4722
4,8,22.4722
-17,-3,22.4722
8,-18,22.4722
6,19,22.4722
3,21,22.4722
3,22,22.4722
5,-11,22.4722
-18,-13,22.4722
10,-17,22.4722
11,-11,22.4722
7,19,22.4722
-8,16,22.4722
15,5,22.4722
7,18,22.4722
4,22,22.4722
4,23,23.3452
8,18,23.3452
16,4,23.3452
-12,-19,23.3452
19,-5,23.3452
-11,-19,23.3452
8,-19,23.3452
18,-11,23.3452
20,-5,23.3452
-20,-8,23.3452
18,-12,23.3452
-21,-8,23.3452
5,22,23.3452
-12,-20,23.3452
13,5,23.3452
5,23,23.5372
13,6,23.5372
-22,-8,23.5372
17,-12,23.5372
-16,-16,23.5372
-9,12,23.5372
-13,-20,23.8537
-5,4,23.8537
16,5,23.8537
20,-4,23.8537
-15,-2,23.8537
-10,-3,23.8537
-7,9,23.8537
-22,-9,23.8537
21,-6,23.8537
17,-13,23.8537
-4,19,23.8537
8,-20,23.8537
9,-20,23.8537
-22,-7,23.8537
-17,-16,23.8537
5,24,24.5153
5,25,25.4951
-13,-18,25.4951
22,-8,25.4951
-19,-11,25.4951
9,-21,25.4951
-23,-9,25.4951
6,24,25.4951
8,17,25.4951
5,26,26.4764
-18,-16,26.4764
21,-4,26.4764
18,-13,26.4764
9,17,26.4764
-18,-3,26.4764
-9,13,26.4764
19,-11,26.4764
-11,-13,26.4764
22,-4,26.4764
-24,-9,26.4764
-13,-19,26.4764
-25,-9,26.5707
8,19,26.5707
8,-21,26.5707
5,27,27.4591
-25,-8,27.4591
4,25,27.4591
-13,-21,27.4591
6,27,27.6586
7,-21,27.6586
-19,-12,27.6586
-25,-7,27.6586
-22,-10,27.6586
4,27,27.6586
7,27,27.8927
-19,-7,27.8927
-18,-17,27.8927
-13,-22,27.8927
