1,0,1
0,1,1
1,0,1.41421
2,0,2
0,2,2
-1,1,2
1,2,2.23607
-2,1,2.23607
-1,0,2.23607
2,-1,2.23607
0,2,2.23607
-1,0,2.23607
2,0,3
-1,3,3.16228
3,0,4
-2,3,4
-2,-1,4
-1,3,4.12311
4,-1,4.12311
-3,3,4.24264
-2,-2,4.24264
-3,4,5
-3,-1,5
-2,1,5
-3,2,5
5,-1,5.09902
1,-1,5.09902
-4,3,5.09902
-4,2,5.09902
3,-1,5.09902
6,-1,6.08276
-4,4,6.08276
-3,-1,6.08276
3,-2,6.08276
-5,2,6.08276
2,2,6.08276
-4,5,6.40312
-2,-3,6.40312
-4,0,6.40312
-2,-4,6.40312
-5,3,6.40312
-2,-5,6.40312
-4,6,7.2111
-5,0,7.2111
1,3,7.2111
7,-1,7.2111
-3,-4,7.2111
-5,4,7.2111
-1,-2,7.2111
-4,5,7.2111
2,3,7.2111
-5,0,7.2111
-5,6,7.81025
-4,-4,7.81025
-6,5,7.81025
-5,-4,7.81025
4,0,7.81025
-4,7,8.06226
-2,-6,8.06226
-6,3,8.06226
-2,-7,8.06226
-5,7,8.60233
-1,-7,8.60233
-3,7,8.60233
-3,-4,8.60233
-1,4,8.60233
-2,-4,8.60233
-4,-1,8.60233
3,2,8.60233
-7,3,8.60233
-1,-8,8.60233
-5,8,9.43398
-1,-9,9.43398
-6,6,9.43398
7,-1,9.43398
3,-3,9.43398
-6,7,9.43398
1,1,9.43398
-7,6,9.43398
7,1,9.43398
-3,6,9.43398
-3,-6,9.43398
-2,7,9.43398
8,-1,9.43398
-8,6,10
-7,7,10
-6,8,10
-4,-4,10
-2,-9,10
-1,-7,10
-8,5,10
-6,9,10.8167
3,-3,10.8167
-8,6,10.8167
8,-1,10.8167
-8,7,10.8167
8,-2,10.8167
2,-2,10.8167
-1,-10,10.8167
-5,-3,10.8167
-8,7,11.3137
9,-1,11.3137
-1,-4,11.3137
-5,9,11.3137
-6,-4,11.3137
-4,-6,11.3137
-1,7,11.3137
-9,5,11.3137
4,-2,11.3137
8,1,11.3137
-6,0,11.3137
-7,0,11.3137
-6,10,11.6619
10,-1,11.6619
10,-2,11.6619
11,-1,11.6619
-7,6,11.6619
9,0,11.6619
1,4,11.6619
3,1,11.6619
11,-1,12.0416
8,2,12.0416
12,-2,12.1655
9,0,12.1655
-2,-7,12.1655
8,3,12.1655
-3,8,12.1655
-9,7,12.1655
3,-3,12.1655
-7,0,12.1655
-7,-4,12.1655
-5,8,12.1655
12,0,12.1655
-9,0,12.1655
-8,9,12.1655
3,-5,12.1655
-6,1,12.1655
-2,-9,12.1655
12,-2,12.1655
-10,7,12.2066
-8,9,12.7279
4,-4,12.7279
-1,7,12.7279
-10,5,12.7279
-5,10,12.7279
12,-3,12.7279
-4,-7,12.7279
13,-3,13.3417
-6,11,13.3417
13,-2,13.3417
-7,9,13.3417
-3,8,13.3417
-3,-10,13.3417
-2,-11,13.3417
-7,-4,13.3417
-10,9,13.4536
-4,-10,13.4536
